#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,asset_id,lower_limit,mean,range_end,range_start,std_dev,synced,type,upper_limit
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:01Z,AssetMLModelOp,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,0,2.101394,4,0,0.773872,0,NoProd,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:02Z,AssetMLModelOp,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,0,9.225136,11.5,4,0.566326,0,Schange,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:03Z,AssetMLModelOp,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,0,13.455181,999999,11.5,0.473222,0,Prod,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:04Z,AssetMLModelOp,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,0,2.101394,4,0,0.773872,0,NoProd,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:05Z,AssetMLModelOp,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,0,9.225136,11.5,4,0.566326,0,Schange,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:06Z,AssetMLModelOp,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,0,13.455181,999999,11.5,0.473222,0,Prod,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:07Z,AssetMLModelOp,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,0,2.101394,4,0,0.773872,0,NoProd,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:08Z,AssetMLModelOp,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,0,9.225136,11.5,4,0.566326,0,Schange,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:09Z,AssetMLModelOp,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,0,13.455181,999999,11.5,0.473222,0,Prod,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:10Z,AssetMLModelOp,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,0,2.101394,4,0,0.773872,0,NoProd,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:11Z,AssetMLModelOp,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,0,9.225136,11.5,4,0.566326,0,Schange,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:12Z,AssetMLModelOp,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,0,13.455181,999999,11.5,0.473222,0,Prod,0
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:13Z,AssetMLModelOp,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,0,,,,,0,NoProd,4
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:14Z,AssetMLModelOp,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,4,,,,,0,Schange,11.5
,,5,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:15Z,AssetMLModelOp,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,11.5,,,,,0,Prod,999999
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,long,,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,asset_id,rule_id,synced,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:34Z,AssetRuleMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,f096e432-e2b9-4c51-87da-a64b744b5747,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:35Z,AssetRuleMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,09d4e8a6-75a1-41ba-8eb6-35a89151bad4,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:36Z,AssetRuleMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,aa1557ec-68de-4bf9-873a-36f9e42f84f1,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:37Z,AssetRuleMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,9476a195-22c7-481f-ab8d-37dfbd22adb6,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:38Z,AssetRuleMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,e34cdea9-a6ae-412f-a87c-ba1c2291ca48,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:39Z,AssetRuleMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,f096e432-e2b9-4c51-87da-a64b744b5747,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:40Z,AssetRuleMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,09d4e8a6-75a1-41ba-8eb6-35a89151bad4,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:41Z,AssetRuleMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,aa1557ec-68de-4bf9-873a-36f9e42f84f1,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:42Z,AssetRuleMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,9476a195-22c7-481f-ab8d-37dfbd22adb6,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:43Z,AssetRuleMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,e34cdea9-a6ae-412f-a87c-ba1c2291ca48,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:44Z,AssetRuleMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,f096e432-e2b9-4c51-87da-a64b744b5747,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:45Z,AssetRuleMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,09d4e8a6-75a1-41ba-8eb6-35a89151bad4,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:46Z,AssetRuleMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,aa1557ec-68de-4bf9-873a-36f9e42f84f1,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:47Z,AssetRuleMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,9476a195-22c7-481f-ab8d-37dfbd22adb6,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:48Z,AssetRuleMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,e34cdea9-a6ae-412f-a87c-ba1c2291ca48,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:49Z,AssetRuleMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,f096e432-e2b9-4c51-87da-a64b744b5747,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:50Z,AssetRuleMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,09d4e8a6-75a1-41ba-8eb6-35a89151bad4,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:51Z,AssetRuleMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,aa1557ec-68de-4bf9-873a-36f9e42f84f1,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:52Z,AssetRuleMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,9476a195-22c7-481f-ab8d-37dfbd22adb6,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:53Z,AssetRuleMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,e34cdea9-a6ae-412f-a87c-ba1c2291ca48,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:54Z,AssetRuleMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,f096e432-e2b9-4c51-87da-a64b744b5747,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:55Z,AssetRuleMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,09d4e8a6-75a1-41ba-8eb6-35a89151bad4,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:56Z,AssetRuleMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,aa1557ec-68de-4bf9-873a-36f9e42f84f1,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:57Z,AssetRuleMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,9476a195-22c7-481f-ab8d-37dfbd22adb6,1,,,,,,
,,6,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:58Z,AssetRuleMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,e34cdea9-a6ae-412f-a87c-ba1c2291ca48,1,,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,long,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,asset_id,downtime_att_id,runtime_att_id,synced,,,,,
,,7,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:18Z,AvailAssetMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,7f389438-1322-442c-8e9b-99d70bf9cb04,80f6a59b-c1b5-41bb-8c40-403dab92c5b8,1,,,,,
,,7,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:19Z,AvailAssetMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,7f389438-1322-442c-8e9b-99d70bf9cb04,80f6a59b-c1b5-41bb-8c40-403dab92c5b8,1,,,,,
,,7,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:20Z,AvailAssetMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,7f389438-1322-442c-8e9b-99d70bf9cb04,80f6a59b-c1b5-41bb-8c40-403dab92c5b8,1,,,,,
,,7,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:21Z,AvailAssetMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,7f389438-1322-442c-8e9b-99d70bf9cb04,80f6a59b-c1b5-41bb-8c40-403dab92c5b8,1,,,,,
,,7,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:22Z,AvailAssetMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,7f389438-1322-442c-8e9b-99d70bf9cb04,80f6a59b-c1b5-41bb-8c40-403dab92c5b8,1,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,long,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,factory_id,factory_name,org_id,synced,,,,,
,,8,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:30:07Z,FactoryConfig,Factory,ConfigData,c4b03eef-4f7b-4be9-8795-e996ddb73767,Chakan,729405f2-7bb4-4728-85d4-149fcc688f2c,1,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,long,,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,org_id,org_name,synced,,,,,,
,,9,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:30:08Z,OrgConfig,Org,ConfigData,729405f2-7bb4-4728-85d4-149fcc688f2c,Indorama,1,,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,double,string,long,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,asset_id,att_value,perf_att_id,synced,,,,,
,,10,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:13Z,PerfAssetMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,14.5,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,,,,,
,,10,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:14Z,PerfAssetMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,14.5,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,,,,,
,,10,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:15Z,PerfAssetMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,14.5,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,,,,,
,,10,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:16Z,PerfAssetMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,14.5,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,,,,,
,,10,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:17Z,PerfAssetMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,14.5,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,long,long,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,asset_id,run_status_att_id,run_val,synced,,,,,
,,11,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:08Z,RunStatusAssetMapping,Asset,ConfigData,acd8c410-2cb4-48a7-a032-0f4a2f4a85f6,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,1,,,,,
,,11,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:09Z,RunStatusAssetMapping,Asset,ConfigData,7bae1e8c-dba2-423f-8e74-e63cb40cdc3b,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,1,,,,,
,,11,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:10Z,RunStatusAssetMapping,Asset,ConfigData,da390b8a-29da-40ad-9498-f9dce25902d9,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,1,,,,,
,,11,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:11Z,RunStatusAssetMapping,Asset,ConfigData,b5169fb3-4ae3-4c6e-9d75-b91210ce1851,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,1,,,,,
,,11,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-05-04T00:30:12Z,RunStatusAssetMapping,Asset,ConfigData,c6080c69-cda4-4889-8e31-56ab01579245,6bdcfb85-0170-4ff5-b315-1120fd5bb963,1,1,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,long,,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,shop_id,shopattribute_id,synced,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:22Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,bc1f624d-0794-4f26-8a55-128ac01a0251,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:23Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,d7c6f354-c031-41e2-b19e-1fc9660e4867,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:24Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,48cc4965-6076-47d6-99af-44f4a94bcf2e,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:25Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,6f5e14b8-5c75-44ff-8a62-6f908176bd20,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:26Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,d925afd0-e92f-4d7e-a9e9-e76a45efa1e8,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:27Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,62d96c3b-0b34-4d3a-8c60-64e12374d203,1,,,,,,
,,12,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:28Z,ShopAttributeMapping,Shop,ConfigData,a56253b0-e7d0-4a0a-a777-0231bdb5152b,6ea98151-b697-432a-a28d-030f3296de50,1,,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,long,,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,attribute_name,shopattribute_id,synced,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:15Z,ShopAttributes,Shop,ConfigData,shift,bc1f624d-0794-4f26-8a55-128ac01a0251,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:16Z,ShopAttributes,Shop,ConfigData,operator,d7c6f354-c031-41e2-b19e-1fc9660e4867,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:17Z,ShopAttributes,Shop,ConfigData,sum_of_downtime,48cc4965-6076-47d6-99af-44f4a94bcf2e,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:18Z,ShopAttributes,Shop,ConfigData,wd_kwh,6f5e14b8-5c75-44ff-8a62-6f908176bd20,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:19Z,ShopAttributes,Shop,ConfigData,sum_of_runtime,d925afd0-e92f-4d7e-a9e9-e76a45efa1e8,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:20Z,ShopAttributes,Shop,ConfigData,sum_of_slowspeed,62d96c3b-0b34-4d3a-8c60-64e12374d203,1,,,,,,
,,13,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:31:21Z,ShopAttributes,Shop,ConfigData,production_kg,6ea98151-b697-432a-a28d-030f3296de50,1,,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,long,,,,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,factory_id,shop_id,shop_name,synced,,,,,
,,14,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:30:06Z,ShopConfig,Shop,ConfigData,c4b03eef-4f7b-4be9-8795-e996ddb73767,a56253b0-e7d0-4a0a-a777-0231bdb5152b,Wet Draw,1,,,,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string,long,,
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,ml_attributes,model,model_path,multiplier,pickle_path,shop_id,synced,,
,,15,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:25Z,ShopMLModelConfig,Shop,ConfigData,"[production_kg,sum_of_downtime,sum_of_runtime,sum_of_slowspeed]",yes,Model1,"[1,2,3]",Model1,a56253b0-e7d0-4a0a-a777-0231bdb5152b,0,,
,,,,,,,,,,,,,,,,,
#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,long,double,double,double,string,double,long,string,long
#default,_result,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,Table,Tag1,_measurement,lower_limit,mean,range_end,range_start,shop_id,std_dev,synced,type,upper_limit
,,16,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:16Z,ShopMLModelOp,Shop,ConfigData,0,10.506968,30,0,a56253b0-e7d0-4a0a-a777-0231bdb5152b,3.869362,0,NoProd,0
,,16,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:17Z,ShopMLModelOp,Shop,ConfigData,0,46.12568,60,30,a56253b0-e7d0-4a0a-a777-0231bdb5152b,2.831628,0,Schange,0
,,16,1970-01-01T00:00:00Z,2023-07-11T07:28:21.933980014Z,2023-04-25T00:32:18Z,ShopMLModelOp,Shop,ConfigData,0,67.275907,99999,60,a56253b0-e7d0-4a0a-a777-0231bdb5152b,2.366112,0,Prod,0
